 #  Results from PENMAIN.
 #  Energy distribution of transmitted positrons.
 #  1st column: E (eV).
 #  2nd and 3rd columns: probability density and STU (1/(eV*particle)).

   1.666667E+04  1.000000E-35  1.000000E-35
   5.000000E+04  1.000000E-35  1.000000E-35
   8.333333E+04  1.000000E-35  1.000000E-35
   1.166667E+05  1.500000E-10  2.012456E-10
   1.500000E+05  1.800000E-10  2.204534E-10
   1.833333E+05  2.400000E-10  2.545574E-10
   2.166667E+05  4.200000E-10  3.367468E-10
   2.500000E+05  3.900000E-10  3.244975E-10
   2.833333E+05  2.400000E-10  2.545574E-10
   3.166667E+05  4.200000E-10  3.367468E-10
   3.500000E+05  3.600000E-10  3.117673E-10
   3.833333E+05  3.900000E-10  3.244975E-10
   4.166667E+05  3.600000E-10  3.117673E-10
   4.500000E+05  6.300000E-10  4.124275E-10
   4.833333E+05  5.400000E-10  3.818342E-10
   5.166667E+05  4.500000E-10  3.485659E-10
   5.500000E+05  5.100000E-10  3.710764E-10
   5.833333E+05  8.700000E-10  4.846578E-10
   6.166667E+05  4.200000E-10  3.367468E-10
   6.500000E+05  6.900000E-10  4.316199E-10
   6.833333E+05  6.000000E-10  4.024882E-10
   7.166667E+05  4.500000E-10  3.485659E-10
   7.500000E+05  8.100000E-10  4.676474E-10
   7.833333E+05  9.900000E-10  5.170021E-10
   8.166667E+05  8.700000E-10  4.846578E-10
   8.500000E+05  7.200000E-10  4.409029E-10
   8.833333E+05  6.900000E-10  4.316199E-10
   9.166667E+05  7.500000E-10  4.499944E-10
   9.500000E+05  7.500000E-10  4.499944E-10
   9.833333E+05  1.200000E-09  5.691986E-10
   1.016667E+06  7.800000E-10  4.589058E-10
   1.050000E+06  9.300000E-10  5.010910E-10
   1.083333E+06  8.700000E-10  4.846578E-10
   1.116667E+06  8.700000E-10  4.846578E-10
   1.150000E+06  8.700000E-10  4.846578E-10
   1.183333E+06  4.500000E-10  3.485659E-10
   1.216667E+06  1.080000E-09  5.399903E-10
   1.250000E+06  8.100000E-10  4.676474E-10
   1.283333E+06  9.900000E-10  5.170021E-10
   1.316667E+06  6.900000E-10  4.316199E-10
   1.350000E+06  1.020000E-09  5.247767E-10
   1.383333E+06  8.100000E-10  4.676474E-10
   1.416667E+06  1.050000E-09  5.324379E-10
   1.450000E+06  1.020000E-09  5.247767E-10
   1.483333E+06  1.140000E-09  5.547867E-10
   1.516667E+06  9.600000E-10  5.091087E-10
   1.550000E+06  9.600000E-10  5.091087E-10
   1.583333E+06  1.050000E-09  5.324379E-10
   1.616667E+06  9.600000E-10  5.091087E-10
   1.650000E+06  1.080000E-09  5.399903E-10
   1.683333E+06  9.900000E-10  5.170021E-10
   1.716667E+06  1.110000E-09  5.474385E-10
   1.750000E+06  1.230000E-09  5.762694E-10
   1.783333E+06  9.300000E-10  5.010910E-10
   1.816667E+06  1.290000E-09  5.901568E-10
   1.850000E+06  9.000000E-10  4.929429E-10
   1.883333E+06  1.050000E-09  5.324379E-10
   1.916667E+06  9.000000E-10  4.929429E-10
   1.950000E+06  9.600000E-10  5.091087E-10
   1.983333E+06  9.600000E-10  5.091087E-10
   2.016667E+06  1.350000E-09  6.037248E-10
   2.050000E+06  1.170000E-09  5.620389E-10
   2.083333E+06  7.200000E-10  4.409029E-10
   2.116667E+06  1.260000E-09  5.832544E-10
   2.150000E+06  6.900000E-10  4.316199E-10
   2.183333E+06  8.100000E-10  4.676474E-10
   2.216667E+06  7.200000E-10  4.409029E-10
   2.250000E+06  1.140000E-09  5.547867E-10
   2.283333E+06  9.900000E-10  5.170021E-10
   2.316667E+06  1.050000E-09  5.324379E-10
   2.350000E+06  9.900000E-10  5.170021E-10
   2.383333E+06  8.700000E-10  4.846578E-10
   2.416667E+06  1.200000E-09  5.691986E-10
   2.450000E+06  1.290000E-09  5.901568E-10
   2.483333E+06  8.400000E-10  4.762286E-10
   2.516667E+06  9.000000E-10  4.929429E-10
   2.550000E+06  1.200000E-09  5.691986E-10
   2.583333E+06  1.020000E-09  5.247767E-10
   2.616667E+06  9.000000E-10  4.929429E-10
   2.650000E+06  1.350000E-09  6.037248E-10
   2.683333E+06  8.700000E-10  4.846578E-10
   2.716667E+06  1.050000E-09  5.324379E-10
   2.750000E+06  1.080000E-09  5.399903E-10
   2.783333E+06  9.300000E-10  5.010910E-10
   2.816667E+06  1.050000E-09  5.324379E-10
   2.850000E+06  1.110000E-09  5.474385E-10
   2.883333E+06  1.170000E-09  5.620389E-10
   2.916667E+06  1.110000E-09  5.474385E-10
   2.950000E+06  1.110000E-09  5.474385E-10
   2.983333E+06  1.020000E-09  5.247767E-10
   3.016667E+06  7.500000E-10  4.499944E-10
   3.050000E+06  1.110000E-09  5.474385E-10
   3.083333E+06  1.290000E-09  5.901568E-10
   3.116667E+06  9.300000E-10  5.010910E-10
   3.150000E+06  7.500000E-10  4.499944E-10
   3.183333E+06  1.200000E-09  5.691986E-10
   3.216667E+06  9.000000E-10  4.929429E-10
   3.250000E+06  1.080000E-09  5.399903E-10
   3.283333E+06  9.600000E-10  5.091087E-10
   3.316667E+06  1.020000E-09  5.247767E-10
   3.350000E+06  9.300000E-10  5.010910E-10
   3.383333E+06  1.230000E-09  5.762694E-10
   3.416667E+06  9.900000E-10  5.170021E-10
   3.450000E+06  6.600000E-10  4.221328E-10
   3.483333E+06  1.110000E-09  5.474385E-10
   3.516667E+06  9.900000E-10  5.170021E-10
   3.550000E+06  9.300000E-10  5.010910E-10
   3.583333E+06  9.000000E-10  4.929429E-10
   3.616667E+06  7.500000E-10  4.499944E-10
   3.650000E+06  9.300000E-10  5.010910E-10
   3.683333E+06  8.100000E-10  4.676474E-10
   3.716667E+06  9.300000E-10  5.010910E-10
   3.750000E+06  1.200000E-09  5.691986E-10
   3.783333E+06  7.500000E-10  4.499944E-10
   3.816667E+06  1.110000E-09  5.474385E-10
   3.850000E+06  7.200000E-10  4.409029E-10
   3.883333E+06  5.400000E-10  3.818342E-10
   3.916667E+06  6.900000E-10  4.316199E-10
   3.950000E+06  1.140000E-09  5.547867E-10
   3.983333E+06  7.800000E-10  4.589058E-10
   4.016667E+06  7.500000E-10  4.499944E-10
   4.050000E+06  6.000000E-10  4.024882E-10
   4.083333E+06  9.900000E-10  5.170021E-10
   4.116667E+06  7.500000E-10  4.499944E-10
   4.150000E+06  1.260000E-09  5.832544E-10
   4.183333E+06  9.300000E-10  5.010910E-10
   4.216667E+06  1.020000E-09  5.247767E-10
   4.250000E+06  7.500000E-10  4.499944E-10
   4.283333E+06  6.000000E-10  4.024882E-10
   4.316667E+06  8.400000E-10  4.762286E-10
   4.350000E+06  7.500000E-10  4.499944E-10
   4.383333E+06  6.300000E-10  4.124275E-10
   4.416667E+06  1.050000E-09  5.324379E-10
   4.450000E+06  7.800000E-10  4.589058E-10
   4.483333E+06  1.140000E-09  5.547867E-10
   4.516667E+06  8.400000E-10  4.762286E-10
   4.550000E+06  8.700000E-10  4.846578E-10
   4.583333E+06  8.100000E-10  4.676474E-10
   4.616667E+06  6.900000E-10  4.316199E-10
   4.650000E+06  5.700000E-10  3.922972E-10
   4.683333E+06  9.000000E-10  4.929429E-10
   4.716667E+06  9.300000E-10  5.010910E-10
   4.750000E+06  6.600000E-10  4.221328E-10
   4.783333E+06  5.700000E-10  3.922972E-10
   4.816667E+06  7.800000E-10  4.589058E-10
   4.850000E+06  7.800000E-10  4.589058E-10
   4.883333E+06  7.800000E-10  4.589058E-10
   4.916667E+06  5.700000E-10  3.922972E-10
   4.950000E+06  5.400000E-10  3.818342E-10
   4.983333E+06  5.100000E-10  3.710764E-10
   5.016667E+06  7.800000E-10  4.589058E-10
   5.050000E+06  4.800000E-10  3.599971E-10
   5.083333E+06  9.000000E-10  4.929429E-10
   5.116667E+06  7.200000E-10  4.409029E-10
   5.150000E+06  6.300000E-10  4.124275E-10
   5.183333E+06  5.400000E-10  3.818342E-10
   5.216667E+06  4.500000E-10  3.485659E-10
   5.250000E+06  6.000000E-10  4.024882E-10
   5.283333E+06  7.500000E-10  4.499944E-10
   5.316667E+06  4.800000E-10  3.599971E-10
   5.350000E+06  1.110000E-09  5.474385E-10
   5.383333E+06  5.400000E-10  3.818342E-10
   5.416667E+06  7.800000E-10  4.589058E-10
   5.450000E+06  6.300000E-10  4.124275E-10
   5.483333E+06  6.300000E-10  4.124275E-10
   5.516667E+06  6.900000E-10  4.316199E-10
   5.550000E+06  7.800000E-10  4.589058E-10
   5.583333E+06  7.800000E-10  4.589058E-10
   5.616667E+06  5.400000E-10  3.818342E-10
   5.650000E+06  7.500000E-10  4.499944E-10
   5.683333E+06  6.300000E-10  4.124275E-10
   5.716667E+06  8.100000E-10  4.676474E-10
   5.750000E+06  5.100000E-10  3.710764E-10
   5.783333E+06  5.100000E-10  3.710764E-10
   5.816667E+06  6.000000E-10  4.024882E-10
   5.850000E+06  4.500000E-10  3.485659E-10
   5.883333E+06  5.400000E-10  3.818342E-10
   5.916667E+06  4.200000E-10  3.367468E-10
   5.950000E+06  3.600000E-10  3.117673E-10
   5.983333E+06  7.200000E-10  4.409029E-10
   6.016667E+06  6.600000E-10  4.221328E-10
   6.050000E+06  8.100000E-10  4.676474E-10
   6.083333E+06  6.000000E-10  4.024882E-10
   6.116667E+06  5.700000E-10  3.922972E-10
   6.150000E+06  4.500000E-10  3.485659E-10
   6.183333E+06  3.300000E-10  2.984946E-10
   6.216667E+06  4.500000E-10  3.485659E-10
   6.250000E+06  3.600000E-10  3.117673E-10
   6.283333E+06  7.200000E-10  4.409029E-10
   6.316667E+06  3.900000E-10  3.244975E-10
   6.350000E+06  6.600000E-10  4.221328E-10
   6.383333E+06  3.300000E-10  2.984946E-10
   6.416667E+06  3.300000E-10  2.984946E-10
   6.450000E+06  4.500000E-10  3.485659E-10
   6.483333E+06  3.900000E-10  3.244975E-10
   6.516667E+06  4.800000E-10  3.599971E-10
   6.550000E+06  3.000000E-10  2.846036E-10
   6.583333E+06  4.500000E-10  3.485659E-10
   6.616667E+06  4.500000E-10  3.485659E-10
   6.650000E+06  3.000000E-10  2.846036E-10
   6.683333E+06  3.300000E-10  2.984946E-10
   6.716667E+06  4.200000E-10  3.367468E-10
   6.750000E+06  2.400000E-10  2.545574E-10
   6.783333E+06  4.500000E-10  3.485659E-10
   6.816667E+06  2.100000E-10  2.381168E-10
   6.850000E+06  3.300000E-10  2.984946E-10
   6.883333E+06  3.000000E-10  2.846036E-10
   6.916667E+06  3.900000E-10  3.244975E-10
   6.950000E+06  2.400000E-10  2.545574E-10
   6.983333E+06  2.700000E-10  2.699988E-10
   7.016667E+06  4.500000E-10  3.485659E-10
   7.050000E+06  1.800000E-10  2.204534E-10
   7.083333E+06  2.100000E-10  2.381168E-10
   7.116667E+06  2.100000E-10  2.381168E-10
   7.150000E+06  2.100000E-10  2.381168E-10
   7.183333E+06  2.400000E-10  2.545574E-10
   7.216667E+06  1.800000E-10  2.204534E-10
   7.250000E+06  2.400000E-10  2.545574E-10
   7.283333E+06  2.400000E-10  2.545574E-10
   7.316667E+06  1.800000E-10  2.204534E-10
   7.350000E+06  2.700000E-10  2.699988E-10
   7.383333E+06  2.400000E-10  2.545574E-10
   7.416667E+06  2.100000E-10  2.381168E-10
   7.450000E+06  1.800000E-10  2.204534E-10
   7.483333E+06  9.000000E-11  1.558843E-10
   7.516667E+06  1.800000E-10  2.204534E-10
   7.550000E+06  3.900000E-10  3.244975E-10
   7.583333E+06  1.800000E-10  2.204534E-10
   7.616667E+06  2.400000E-10  2.545574E-10
   7.650000E+06  2.100000E-10  2.381168E-10
   7.683333E+06  3.000000E-10  2.846036E-10
   7.716667E+06  9.000000E-11  1.558843E-10
   7.750000E+06  2.100000E-10  2.381168E-10
   7.783333E+06  1.800000E-10  2.204534E-10
   7.816667E+06  2.100000E-10  2.381168E-10
   7.850000E+06  1.800000E-10  2.204534E-10
   7.883333E+06  1.800000E-10  2.204534E-10
   7.916667E+06  1.500000E-10  2.012456E-10
   7.950000E+06  9.000000E-11  1.558843E-10
   7.983333E+06  1.800000E-10  2.204534E-10
   8.016667E+06  9.000000E-11  1.558843E-10
   8.050000E+06  1.200000E-10  1.799996E-10
   8.083333E+06  6.000000E-11  1.272791E-10
   8.116667E+06  6.000000E-11  1.272791E-10
   8.150000E+06  1.500000E-10  2.012456E-10
   8.183333E+06  1.000000E-35  1.000000E-35
   8.216667E+06  6.000000E-11  1.272791E-10
   8.250000E+06  1.000000E-35  1.000000E-35
   8.283333E+06  6.000000E-11  1.272791E-10
   8.316667E+06  3.000000E-11  8.999995E-11
   8.350000E+06  9.000000E-11  1.558843E-10
   8.383333E+06  6.000000E-11  1.272791E-10
   8.416667E+06  3.000000E-11  8.999995E-11
   8.450000E+06  6.000000E-11  1.272791E-10
   8.483333E+06  9.000000E-11  1.558843E-10
   8.516667E+06  9.000000E-11  1.558843E-10
   8.550000E+06  1.000000E-35  1.000000E-35
   8.583333E+06  6.000000E-11  1.272791E-10
   8.616667E+06  3.000000E-11  8.999995E-11
   8.650000E+06  3.000000E-11  8.999995E-11
   8.683333E+06  1.000000E-35  1.000000E-35
   8.716667E+06  1.000000E-35  1.000000E-35
   8.750000E+06  3.000000E-11  8.999995E-11
   8.783333E+06  1.000000E-35  1.000000E-35
   8.816667E+06  3.000000E-11  8.999995E-11
   8.850000E+06  3.000000E-11  8.999995E-11
   8.883333E+06  3.000000E-11  8.999995E-11
   8.916667E+06  1.000000E-35  1.000000E-35
   8.950000E+06  1.000000E-35  1.000000E-35
   8.983333E+06  1.000000E-35  1.000000E-35
   9.016667E+06  1.000000E-35  1.000000E-35
   9.050000E+06  1.000000E-35  1.000000E-35
   9.083333E+06  1.000000E-35  1.000000E-35
   9.116667E+06  1.000000E-35  1.000000E-35
   9.150000E+06  1.000000E-35  1.000000E-35
   9.183333E+06  1.000000E-35  1.000000E-35
